,384,425-1,425-2,513,587-1,587-2,587-3,587-4,628,675-1,675-2,716-1,716-2,749-1,749-2,790-1,790-2,878-1,878-2,878-3,952-1,952-2,952-3,952-4,952-5,952-6,966,993-1,993-2,1040-1,1040-2,1081-1,1081-2,1114-1,1114-2,1114-3,1155-1,1155-2,1243-1,1243-2,1317-1,1317-2,1317-3,1317-4,1331,1405,1479-1,1479-2,1479-3,1479-4,1520-1,1520-2,1534,1682,1723,1770,1844-1,1844-2,1844-3,1885,2088
P1TS,0.2,0.0,0.005744057102336,0.6652884895643532,0.2808953086829211,0.5461531012333342,0.053274480387099,0.0,0.0193471215088937,0.1758341953492994,0.6157308790502485,0.0,0.0,0.9803982029103996,0.2094083426221211,0.1057284653328984,0.177528001085622,0.0820083132032659,0.3145183440545424,0.0,0.1148026069482479,0.0,0.1821884701667729,0.114637683241454,0.0,0.0,0.7989477663315292,0.0,0.0,1.0554830581700068,0.0892080183558043,0.2198668616858085,0.0,0.1962647085416321,0.0,0.0,0.6642744051053169,0.0,0.8615873608738213,0.0,0.0,0.0,0.0,0.0,0.2141522552453999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2952499539818681
P1TI,2.060290288561838,0.2002306820226123,0.0,3.2947108073596585,3.171700421094408,1.3131672872280775,1.2330279831109594,0.2380499882318466,0.1045526426860311,3.6229985394877136,0.5102539079024461,0.1655767873306473,0.3562437550985645,4.753184388138868,0.8460574475445355,0.086742090802688,0.3357381047786834,0.1184616408387865,2.433266965137028,0.0,0.1861151550822315,0.0,0.5755159823723468,0.2927392201629614,0.0,0.0,0.6197908468244874,0.0,0.0,0.6280111015398765,1.6986532693309755,0.0,0.0,0.3943472939957188,0.1117300292658858,0.0,1.0393469219473994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3TS,0.0,0.0,0.0,0.0,0.4782520984654173,1.365896694794951,0.0,0.0,0.0,0.5323859521580565,1.6605510813290734,0.0,0.0,2.0715332905071926,5.742957625361753,0.0,0.9023052673364528,0.0,0.0,0.0,0.0,0.0,0.0,0.6668420617161261,0.0,0.0,1.627827199309824,0.0,0.0,1.4179109334022522,2.852704415028071,0.0,0.0,5.628135845015233,0.7813756487834991,4.264228613502135,1.3730643405440537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.173649465866296,0.0,2.0909445023413387,3.622422180842213,0.0,8.517561661741043,0.0,0.0,0.0,0.0,0.0,0.0,3.6207302073969,5.722849171723221,0.0,0.0,0.0
P2TS,1.7222902116001373,0.0955217461270573,0.0,10.624970712500826,2.20448504675647,2.0101522732003296,0.2089810638382115,0.3207839350847347,0.1180054640937984,3.712416192345399,3.797141975988063,1.5475423746976342,1.540006633050974,5.809985974693419,0.488215800101784,0.111401473583493,0.6387907795505869,0.4074658512300383,4.654265840041758,0.1662985069096701,0.0,0.0,0.4520718476388915,0.2393892071615154,0.0,0.0,2.8059858017836574,0.127491889406044,0.2134037032476157,9.48341392163337,1.1580958276075133,0.0,0.0,0.530062868681937,0.1726191578931308,0.0,1.8021520000319655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.488962290778277,0.5942846784877368,1.0082564411610957,0.5164716527884784,0.0,0.0,0.0,0.0,0.0,0.0,0.407863616335032,0.7786824058141267,0.0,0.0,0.0,0.0,0.0
P4TS,1.4788291286306554,0.0,0.0,11.257345192997112,2.405548333926236,3.8989818216997087,0.0769135157674054,0.3858191011449226,0.0,3.373692682696848,0.845568637487747,0.1081305477369427,0.8867831529422717,5.157533227488673,0.4620346054490206,0.0,1.0456064770565474,0.6545975994528573,0.2246960129462758,0.0,0.0,0.0,0.6675389768988823,0.3510924185546143,0.0,0.0,1.4397478341745196,0.2181322560281556,0.3148105174407962,0.3992037770992237,1.056980390163917,0.0,0.0,0.4865850156532135,0.307852445274983,0.0,3.144852685905252,0.4484393014742127,0.0,0.0,0.325040671413553,0.2724644886668043,0.0,0.0,0.0,0.0,0.8988060942523659,0.5313998007605878,0.0,0.0,0.0,0.0,0.0,0.0,0.7591915557757085,0.0,0.0,0.0,0.0,0.0,0.0
P4TI,0.0,0.0,0.0,0.0,1.632433665276635,0.0,0.0,1.208809904670322,0.0,0.2296788749063809,0.3148684092919467,0.0,0.0,2.805336982552173,0.4123863857014729,0.783423176854583,0.0843881856540084,0.0,0.254163160765966,0.0,0.3848323177779216,0.0,0.4389541782631074,1.3667557396602898,0.0,0.3002715339355777,0.233673290122144,0.0,0.3621603128958586,0.979192671974061,0.0,0.0,0.0,0.6113674399681925,0.3806221548267391,0.0,0.3003208477036735,1.105953712864421,1.006247437995642,0.0,0.0,0.4174287184892727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4393486884078741,0.3818118494820513
P6TA-FS,3.5044603943872343,0.1593462865817451,0.0526828993888144,0.3080758880949454,1.6922024904564996,0.469480039433385,2.1991824591471687,0.7806791624035833,0.1677420046278879,0.3762827107558386,0.8837193079528063,0.0,0.0,45.82071077717508,2.276044980238728,2.7249660369173463,0.0,0.1608263528865177,0.4549251865378777,0.0,0.3363776014561954,0.0,0.2485620691701728,0.1691896818302505,0.6521681688814298,0.0,1.1642291780126723,0.0,0.0,2.244933512243408,0.2360633459008737,0.0,0.0,2.9312221545717327,1.9073679247809592,0.0,0.3670113301909675,0.0,0.8855458219780004,0.0,0.0,0.0,0.0,0.0768185644525743,0.5440562369208934,0.2081323720868528,0.9809693230694077,0.7728479401423011,1.320839453006013,0.4477651705863604,0.0,0.5347715536889611,0.0,0.0,0.0,0.1712967086173887,0.7422280924514189,0.0,1.412049189711558,0.2408300385350212,0.5141827845275139
P6TA-FG,1.3199561365568078,0.0,0.0,0.4763836438977505,0.7805675670402813,0.4897642763249678,0.6208907930573843,0.6036745020361751,0.0,0.5062553996465451,0.590411663346969,0.0,0.0,4.248492516232528,0.5178691260035934,0.1648965089985213,0.0,0.0,0.1364272349429234,0.0,1.6120312315372118,0.4453983692193182,0.0,0.0,1.4886735799320696,0.0,0.0,0.0,0.0,0.832442824944149,0.0,0.0,0.0,0.8992999739013248,0.3321323280128601,0.0,1.1655451107684456,0.0,1.1694267825413482,0.0,0.6803103717754424,0.6846761021904848,0.0,0.0,0.0,0.0,0.4803168504310329,0.0,0.0,0.0,1.3637091481193675,0.5121156381126056,0.0,0.6696905300828642,0.583507845983215,0.0,0.0,0.0,0.0,1.4009172451136762,1.4837704155873508
P6TA-AS,0.0,0.0,0.0,0.0,0.6827427714296939,0.7415441912499654,0.6851063120923915,0.0,0.0,0.3850568279635168,0.2062022311490022,0.0,0.0,3.285298152809513,0.6128380518295756,0.7949909229022047,0.0,0.0766481548241984,0.1458885459047167,0.0,0.8147605384452755,0.0,0.0,0.0,0.6630799825832423,0.0,0.0,0.0,0.0,0.8709146591899551,0.0,0.0,0.0,0.5019519407389582,0.0,0.0,1.0683504245476532,0.0,0.7114257394719201,0.0,0.0,0.0,0.0,0.0,1.7958502435264774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P6TA-AG,0.0,0.0,0.0,0.0,1.932520633880553,0.0,0.0,0.0,0.0,1.599418582076244,2.461832351616219,0.0,0.0,5.984601347396856,1.58299007952127,0.0,0.3563049512461763,0.0,0.4443249024351125,0.0,3.2316823671772688,0.0,0.0,0.0,0.992401935589176,0.0,1.1010873379086872,0.0,0.0,2.9105122234786203,0.0,0.0,0.0,3.1619674500851467,0.0,0.0,2.143636333380109,0.0,2.6217978139941813,0.0,0.0,2.3409435932321654,0.0,0.0,0.8360597133580369,0.0,0.795932623784105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.434158940333261,3.3838348491734824
